case_id,mesh,operator,model,layer,seq_len,M,N,K,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,padding_M,padding_N,padding_K,flops,logical_flops,runtime_flops,runtime_flops_over_logical_flops,rank_flops,collective_bytes,logical_collective_bytes,runtime_collective_bytes,theory_time,theory_naive_time,theory_speedup,theory_algorithm,theory_Px,theory_Py,rank_N,rank_K,Tm,Tn,Tk,algorithmic_theory_time,algorithmic_theory_naive_time,algorithmic_theory_speedup,theory_model,theory_attainment_rate,theory_boundary_waves,segment_bytes,segmented_comm_efficiency,topology_efficiency,core_schedule_efficiency,wave_fill_efficiency,split_k_penalty,fanout_penalty,spatial_penalty,t10_contention_tail,t11_contention_tail,intra_pm,intra_pn,intra_pk,active_cores,intra_k_waves,intra_compute_efficiency,intra_spatial_utilization,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,hbm_traffic_model,hbm_bytes_per_die,hbm_cycles,tile_M,tile_N,tile_K,Qfull,q_window,tile_live_bytes,sram_capacity_bytes,T00_cycles,T10_cycles,T01_cycles,T11_cycles,T00_time,T10_time,T01_time,T11_time,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,congestion_factor,normal_cycles,congested_upper_bound_cycles,estimate_source,T11_source,T00_T10_T01_source,schedule_source,status,error
3x3_ag_gemm_llama_2_7b_mlp_s32768,3x3,AG_GEMM,LLaMA-2-7B,mlp,32768,32769,1224,4176,32768,11008,4096,32768,13824,4096,0,2816,0,2954937499648,2954937499648,3710851743744,1.0203033246446487,412316860416,238609294.2222222,238609294.2222222,238609294.2222222,0.01258412562962963,0.06839692310755556,5.4351748481049285,1d_ring,,,1536,4096,256,3,8,0.003221225472,0.05247167510755556,16.28935185185185,flashoverlap_wave_schedule_contention,0.7905812712035992,1,310689.18518518517,0.7911111111111111,0.9205746178983233,0.79175,0.75,0.006,0.006,0.01,0.016531167319416472,0.018254840643346606,4,2,2,16,8,0.67875,0.75,50331648,603979776,201326592,855638016,fused_boundary_tile_replay_v1,3221225472,12582912.0,128,512,256,768,8,1703936,3145728,68396923,67487679,16824599,15917561,0.068396923,0.067487679,0.016824599,0.015917561,1.0134727407057516,1.0569834788131172,4.06529290831835,4.239825372743978,4.296947440628624,1.0429323220642974,1.1800000000000002,15917561,18782722,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_gpt_3_175b_attention_s2048,3x3,AG_GEMM,GPT-3-175B,attention,2048,2052,4096,12384,2048,36864,12288,2048,36864,12288,0,0,0,1855425871872,1855425871872,1855425871872,1.0097808837890625,206158430208,44739242.666666664,44739242.666666664,44739242.666666664,0.006292821333333333,0.03259647044266667,5.179945324365373,1d_ring,,,4096,12288,16,8,48,0.001610612736,0.02594456644266667,16.108506944444446,flashoverlap_wave_schedule_contention,0.7742775129637085,1,349525.3333333333,0.7999999999999999,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.01620493768394635,0.016818128301068727,2,8,1,16,48,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,1610612736,6291456.0,128,512,256,128,8,1703936,3145728,32596470,32427407,8296264,8127346,0.03259647,0.032427407,0.008296264,0.008127346,1.0052135836824696,1.0207839065790973,3.9290540898891355,3.9899134354560517,4.010715183037611,1.0154895667442017,1.1800000000000002,8127346,9590268,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_gpt_3_175b_attention_s32768,3x3,AG_GEMM,GPT-3-175B,attention,32768,32769,4096,12384,32768,36864,12288,32768,36864,12288,0,0,0,29686813949952,29686813949952,29686813949952,1.007843255996704,3298534883328,715827882.6666666,715827882.6666666,715827882.6666666,0.10066466133333332,0.5215435270826667,5.1809991726457705,1d_ring,,,4096,12288,256,8,48,0.025769803776,0.4151130630826667,16.108506944444446,flashoverlap_wave_schedule_contention,0.8103589484611793,1,349525.3333333333,0.7999999999999999,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.01620493768394635,0.016856265377638915,2,8,1,16,48,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,25769803776,100663296.0,128,512,256,2048,8,1703936,3145728,521543527,518810706,126952659,124222311,0.521543527,0.518810706,0.126952659,0.124222311,1.0052674722560564,1.0219795299090837,4.108173323096762,4.176469603757412,4.198469041523467,1.016624488620448,1.1800000000000002,124222311,146582327,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_gpt_3_175b_mlp_s2048,3x3,AG_GEMM,GPT-3-175B,mlp,2048,2052,5462,12384,2048,49152,12288,2048,50688,12288,0,1536,0,2473901162496,2473901162496,2551210573824,1.0099041480571032,283467841536,44739242.666666664,44739242.666666664,44739242.666666664,0.008651744969696968,0.044754610858666666,5.172899919660278,1d_ring,,,5632,12288,16,11,24,0.002214592512,0.03560824285866667,16.078914141414142,flashoverlap_wave_schedule_contention,0.7758586594430572,1,254200.2424242424,0.7781818181818182,0.9205746178983233,0.7761481481481481,0.4074074074074074,0.006,0.006,0.003333333333333335,0.0161532244365954,0.01661285450398644,2,4,2,16,24,0.8295833333333333,0.9166666666666666,34603008,46137344,46137344,126877696,fused_boundary_tile_replay_v1,2214592512,8650752.0,128,512,256,176,8,1703936,3145728,44754611,44585175,11320511,11151187,0.044754611,0.044585175,0.011320511,0.011151187,1.0038002766614686,1.0151843924776798,3.9534090819751864,3.998244760849226,4.0134391971007215,1.0113410168146928,1.1800000000000002,11151187,13158401,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_gpt_3_175b_mlp_s32768,3x3,AG_GEMM,GPT-3-175B,mlp,32768,32769,5462,12384,32768,49152,12288,32768,50688,12288,0,1536,0,39582418599936,39582418599936,40819369181184,1.0079662837379146,4535485464576,715827882.6666666,715827882.6666666,715827882.6666666,0.13841302496969696,0.7160737737386667,5.173456572424727,1d_ring,,,5632,12288,256,11,24,0.035433480192,0.5697318857386667,16.078914141414142,flashoverlap_wave_schedule_contention,0.8089420798920367,1,254200.2424242424,0.7781818181818182,0.9205746178983233,0.80925,0.9166666666666666,0.006,0.006,0.003333333333333335,0.0161532244365954,0.016638992064252612,2,4,2,16,24,0.8295833333333333,0.9166666666666666,553648128,738197504,738197504,2030043136,fused_boundary_tile_replay_v1,35433480192,138412032.0,128,512,256,2816,8,1703936,3145728,716073774,713342008,173833622,171103752,0.716073774,0.713342008,0.173833622,0.171103752,1.0038295319347015,1.015954471880897,4.119305378104587,4.1690611670514395,4.185026719928386,1.0120786842391727,1.1800000000000002,171103752,201902428,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_8b_attention_s2048,3x3,AG_GEMM,LLaMA-3-8B,attention,2048,2052,684,4176,2048,6144,4096,2048,9216,4096,0,3072,0,103079215104,103079215104,154618822656,1.023517683148384,17179869184,14913080.888888888,14913080.888888888,14913080.888888888,0.0005261084444444445,0.002869289870222222,5.453799307958477,1d_ring,,,1024,4096,16,2,8,0.000134217728,0.002205737870222222,16.43402777777778,flashoverlap_wave_schedule_contention,0.7586213648336023,1,466033.77777777775,0.8266666666666667,0.9205746178983233,0.7602222222222222,0.1111111111111111,0.006,0.006,0.0,0.01676248211980752,0.01910789730493156,4,2,2,16,8,0.905,1.0,2097152,25165824,8388608,35651584,fused_boundary_tile_replay_v1,134217728,524288.0,128,512,256,32,8,1703936,3145728,2869290,2814711,747905,693506,0.00286929,0.002814711,0.000747905,0.000693506,1.0193906230515317,1.0784405614371035,3.836436445805283,4.058668562348415,4.1373686745320155,1.057926703513131,1.1800000000000002,693506,818337,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_8b_attention_s32768,3x3,AG_GEMM,LLaMA-3-8B,attention,32768,32769,684,4176,32768,6144,4096,32768,9216,4096,0,3072,0,1649267441664,1649267441664,2473901162496,1.021553696366027,274877906944,238609294.2222222,238609294.2222222,238609294.2222222,0.008390428444444443,0.045908637923555554,5.471548709047516,1d_ring,,,1024,4096,256,2,8,0.002147483648,0.035291805923555554,16.43402777777778,flashoverlap_wave_schedule_contention,0.7945468703711089,1,466033.77777777775,0.8266666666666667,0.9205746178983233,0.7963333333333333,0.6666666666666666,0.006,0.006,0.0,0.01676248211980752,0.01925552469810647,4,2,2,16,8,0.905,1.0,33554432,402653184,134217728,570425344,fused_boundary_tile_replay_v1,2147483648,8388608.0,128,512,256,512,8,1703936,3145728,45908638,44999493,11466109,10560017,0.045908638,0.044999493,0.011466109,0.010560017,1.0202034498477572,1.0858040285351813,4.003855013065025,4.2613087649385415,4.347401902856785,1.0643014672193214,1.1800000000000002,10560017,12460820,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_8b_mlp_s2048,3x3,AG_GEMM,LLaMA-3-8B,mlp,2048,2052,1594,4176,2048,14336,4096,2048,18432,4096,0,4096,0,240518168576,240518168576,309237645312,1.0222350795354163,34359738368,14913080.888888888,14913080.888888888,14913080.888888888,0.0010494862222222223,0.0055820215182222225,5.318813529921942,1d_ring,,,2048,4096,16,4,8,0.000268435456,0.004353221518222222,16.21701388888889,flashoverlap_wave_schedule_contention,0.7651419616047238,1,233016.88888888888,0.7733333333333333,0.9205746178983233,0.766,0.2,0.006,0.006,0.0,0.016414786237871556,0.017673742212465964,2,4,2,16,8,0.905,1.0,12582912,16777216,16777216,46137344,fused_boundary_tile_replay_v1,268435456,1048576.0,128,512,256,64,8,1703936,3145728,5582022,5526389,1427152,1371623,0.005582022,0.005526389,0.001427152,0.001371623,1.010066790448519,1.0404841563607492,3.911301669338655,4.029087438749569,4.06964741769422,1.030114212446014,1.1800000000000002,1371623,1618515,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_8b_mlp_s32768,3x3,AG_GEMM,LLaMA-3-8B,mlp,32768,32769,1594,4176,32768,14336,4096,32768,18432,4096,0,4096,0,3848290697216,3848290697216,4947802324992,1.020273553889378,549755813888,238609294.2222222,238609294.2222222,238609294.2222222,0.016778126222222224,0.08931234429155556,5.323141756632126,1d_ring,,,2048,4096,256,4,8,0.004294967296,0.06965154429155555,16.21701388888889,flashoverlap_wave_schedule_contention,0.8040972596415653,1,233016.88888888888,0.7733333333333333,0.9205746178983233,0.805,0.8,0.006,0.006,0.0,0.016414786237871556,0.017758958852526242,2,4,2,16,8,0.905,1.0,201326592,268435456,268435456,738197504,fused_boundary_tile_replay_v1,4294967296,16777216.0,128,512,256,1024,8,1703936,3145728,89312344,88403046,21773330,20865792,0.089312344,0.088403046,0.02177333,0.020865792,1.0102858220518782,1.0434940595593016,4.101914773716285,4.236745291048622,4.280323699191481,1.0328701410853989,1.1800000000000002,20865792,24621634,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_1_405b_attention_s2048,3x3,AG_GEMM,LLaMA-3.1-405B,attention,2048,2052,2048,16416,2048,18432,16384,2048,18432,16384,0,0,0,1236950581248,1236950581248,1236950581248,1.0039100646972656,137438953472,59652323.55555555,59652323.55555555,59652323.55555555,0.004197944888888889,0.021787414072888887,5.19001908065915,1d_ring,,,2048,16384,16,4,32,0.001073741824,0.01741288607288889,16.21701388888889,flashoverlap_wave_schedule_contention,0.7652681244222065,1,932067.5555555555,0.84,0.9205746178983233,0.766,0.2,0.006,0.006,0.0,0.016391445465958308,0.017540905528936918,2,4,2,16,32,0.905,1.0,12582912,16777216,16777216,46137344,fused_boundary_tile_replay_v1,1073741824,4194304.0,128,512,256,64,8,1703936,3145728,21787414,21564045,5708610,5485587,0.021787414,0.021564045,0.00570861,0.005485587,1.0103583998271197,1.0406561777253738,3.81658827630544,3.931036915465929,3.9717561675714923,1.0299871589165175,1.1800000000000002,5485587,6472992,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_1_405b_attention_s32768,3x3,AG_GEMM,LLaMA-3.1-405B,attention,32768,32769,2048,16416,32768,18432,16384,32768,18432,16384,0,0,0,19791209299968,19791209299968,19791209299968,1.0019837021827698,2199023255552,954437176.8888888,954437176.8888888,954437176.8888888,0.0671125048888889,0.3485986251662222,5.194242499864373,1d_ring,,,2048,16384,256,4,32,0.017179869184,0.2786061771662222,16.21701388888889,flashoverlap_wave_schedule_contention,0.8041787943856354,1,932067.5555555555,0.84,0.9205746178983233,0.805,0.8,0.006,0.006,0.0,0.016391445465958308,0.01761935894359559,2,4,2,16,32,0.905,1.0,201326592,268435456,268435456,738197504,fused_boundary_tile_replay_v1,17179869184,67108864.0,128,512,256,1024,8,1703936,3145728,348598625,344954092,87093319,83454706,0.348598625,0.344954092,0.087093319,0.083454706,1.0105652696533312,1.0435998540333962,4.002587443016152,4.133428880571456,4.177099671287561,1.0326892140191968,1.1800000000000002,83454706,98476553,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_1_405b_mlp_s2048,3x3,AG_GEMM,LLaMA-3.1-405B,mlp,2048,2052,5918,16416,2048,53248,16384,2048,55296,16384,0,2048,0,3573412790272,3573412790272,3710851743744,1.0041740134071846,412316860416,59652323.55555555,59652323.55555555,59652323.55555555,0.01258412562962963,0.06489620844088889,5.156989873661877,1d_ring,,,6144,16384,16,12,32,0.003221225472,0.05177262444088889,16.072337962962962,flashoverlap_wave_schedule_contention,0.7805951311135001,1,310689.18518518517,0.7911111111111111,0.9205746178983233,0.7808571428571429,0.42857142857142855,0.006,0.006,0.0,0.016138545305367267,0.016555954664465362,2,4,2,16,32,0.905,1.0,37748736,50331648,50331648,138412032,fused_boundary_tile_replay_v1,3221225472,12582912.0,128,512,256,192,8,1703936,3145728,64896208,64670022,16347247,16121194,0.064896208,0.064670022,0.016347247,0.016121194,1.0034975401740238,1.0140221003481504,3.9698554747475217,4.011490836224662,4.025521186582085,1.010487878398089,1.1800000000000002,16121194,19023009,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_llama_3_1_405b_mlp_s32768,3x3,AG_GEMM,LLaMA-3.1-405B,mlp,32768,32769,5918,16416,32768,53248,16384,32768,55296,16384,0,2048,0,57174604644352,57174604644352,59373627899904,1.0022471444121597,6597069766656,954437176.8888888,954437176.8888888,954437176.8888888,0.20132780562962965,1.0383393350542223,5.157456178529016,1d_ring,,,6144,16384,256,12,32,0.051539607552,0.8283619910542223,16.072337962962962,flashoverlap_wave_schedule_contention,0.8127208865732087,1,310689.18518518517,0.7911111111111111,0.9205746178983233,0.8130000000000001,0.9230769230769231,0.006,0.006,0.0,0.016138545305367267,0.01657883973572491,2,4,2,16,32,0.905,1.0,603979776,805306368,805306368,2214592512,fused_boundary_tile_replay_v1,51539607552,201326592.0,128,512,256,3072,8,1703936,3145728,1038339335,1034695349,251362455,247720723,1.038339335,1.034695349,0.251362455,0.247720723,1.0035217960567058,1.0147009582238302,4.1308449784197085,4.1768623006965795,4.191572357876575,1.0111399296069625,1.1800000000000002,247720723,292310453,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_mixtral_8x7b_single_expert_attention_s2048,3x3,AG_GEMM,Mixtral-8x7B-single-expert,attention,2048,2052,684,4176,2048,6144,4096,2048,9216,4096,0,3072,0,103079215104,103079215104,154618822656,1.023517683148384,17179869184,14913080.888888888,14913080.888888888,14913080.888888888,0.0005261084444444445,0.002869289870222222,5.453799307958477,1d_ring,,,1024,4096,16,2,8,0.000134217728,0.002205737870222222,16.43402777777778,flashoverlap_wave_schedule_contention,0.7586213648336023,1,466033.77777777775,0.8266666666666667,0.9205746178983233,0.7602222222222222,0.1111111111111111,0.006,0.006,0.0,0.01676248211980752,0.01910789730493156,4,2,2,16,8,0.905,1.0,2097152,25165824,8388608,35651584,fused_boundary_tile_replay_v1,134217728,524288.0,128,512,256,32,8,1703936,3145728,2869290,2814711,747905,693506,0.00286929,0.002814711,0.000747905,0.000693506,1.0193906230515317,1.0784405614371035,3.836436445805283,4.058668562348415,4.1373686745320155,1.057926703513131,1.1800000000000002,693506,818337,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_mixtral_8x7b_single_expert_attention_s32768,3x3,AG_GEMM,Mixtral-8x7B-single-expert,attention,32768,32769,684,4176,32768,6144,4096,32768,9216,4096,0,3072,0,1649267441664,1649267441664,2473901162496,1.021553696366027,274877906944,238609294.2222222,238609294.2222222,238609294.2222222,0.008390428444444443,0.045908637923555554,5.471548709047516,1d_ring,,,1024,4096,256,2,8,0.002147483648,0.035291805923555554,16.43402777777778,flashoverlap_wave_schedule_contention,0.7945468703711089,1,466033.77777777775,0.8266666666666667,0.9205746178983233,0.7963333333333333,0.6666666666666666,0.006,0.006,0.0,0.01676248211980752,0.01925552469810647,4,2,2,16,8,0.905,1.0,33554432,402653184,134217728,570425344,fused_boundary_tile_replay_v1,2147483648,8388608.0,128,512,256,512,8,1703936,3145728,45908638,44999493,11466109,10560017,0.045908638,0.044999493,0.011466109,0.010560017,1.0202034498477572,1.0858040285351813,4.003855013065025,4.2613087649385415,4.347401902856785,1.0643014672193214,1.1800000000000002,10560017,12460820,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_mixtral_8x7b_single_expert_mlp_s2048,3x3,AG_GEMM,Mixtral-8x7B-single-expert,mlp,2048,2052,1594,4176,2048,14336,4096,2048,18432,4096,0,4096,0,240518168576,240518168576,309237645312,1.0222350795354163,34359738368,14913080.888888888,14913080.888888888,14913080.888888888,0.0010494862222222223,0.0055820215182222225,5.318813529921942,1d_ring,,,2048,4096,16,4,8,0.000268435456,0.004353221518222222,16.21701388888889,flashoverlap_wave_schedule_contention,0.7651419616047238,1,233016.88888888888,0.7733333333333333,0.9205746178983233,0.766,0.2,0.006,0.006,0.0,0.016414786237871556,0.017673742212465964,2,4,2,16,8,0.905,1.0,12582912,16777216,16777216,46137344,fused_boundary_tile_replay_v1,268435456,1048576.0,128,512,256,64,8,1703936,3145728,5582022,5526389,1427152,1371623,0.005582022,0.005526389,0.001427152,0.001371623,1.010066790448519,1.0404841563607492,3.911301669338655,4.029087438749569,4.06964741769422,1.030114212446014,1.1800000000000002,1371623,1618515,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_mixtral_8x7b_single_expert_mlp_s32768,3x3,AG_GEMM,Mixtral-8x7B-single-expert,mlp,32768,32769,1594,4176,32768,14336,4096,32768,18432,4096,0,4096,0,3848290697216,3848290697216,4947802324992,1.020273553889378,549755813888,238609294.2222222,238609294.2222222,238609294.2222222,0.016778126222222224,0.08931234429155556,5.323141756632126,1d_ring,,,2048,4096,256,4,8,0.004294967296,0.06965154429155555,16.21701388888889,flashoverlap_wave_schedule_contention,0.8040972596415653,1,233016.88888888888,0.7733333333333333,0.9205746178983233,0.805,0.8,0.006,0.006,0.0,0.016414786237871556,0.017758958852526242,2,4,2,16,8,0.905,1.0,201326592,268435456,268435456,738197504,fused_boundary_tile_replay_v1,4294967296,16777216.0,128,512,256,1024,8,1703936,3145728,89312344,88403046,21773330,20865792,0.089312344,0.088403046,0.02177333,0.020865792,1.0102858220518782,1.0434940595593016,4.101914773716285,4.236745291048622,4.280323699191481,1.0328701410853989,1.1800000000000002,20865792,24621634,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_deepseek_v3_single_routed_expert_mlp_s2048,3x3,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,2048,2052,228,7200,2048,2048,7168,2048,4608,7168,0,2560,0,60129542144,60129542144,135291469824,1.0083918060575212,15032385536,26097891.555555552,26097891.555555552,26097891.555555552,0.00046512355555555556,0.0025380490808888886,5.456720156555773,1d_ring,,,512,7168,16,1,7,0.000117440512,0.001980993080888889,16.868055555555554,flashoverlap_wave_schedule_contention,0.7490792649245983,1,1631118.222222222,0.84,0.9205746178983233,0.7523235294117647,0.058823529411764705,0.012,0.0045000000000000005,0.0,0.017515267633511515,0.022053574339529636,4,1,4,16,7,0.89,1.0,0,12582912,12582912,25165824,fused_boundary_tile_replay_v1,117440512,458752.0,128,512,256,16,8,1703936,3145728,2538049,2446653,711725,620927,0.002538049,0.002446653,0.000711725,0.000620927,1.0373555220131339,1.1462297500350282,3.566052899645228,3.9403230975621932,4.087515923772037,1.1049536303721685,1.1800000000000002,620927,732694,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_ag_gemm_deepseek_v3_single_routed_expert_mlp_s32768,3x3,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,32768,32769,228,7200,32768,2048,7168,32768,4608,7168,0,2560,0,962072674304,962072674304,2164663517184,1.0064568437103714,240518168576,417566264.88888884,417566264.88888884,417566264.88888884,0.007346403555555556,0.04060878529422222,5.52770957749969,1d_ring,,,512,7168,256,1,7,0.001879048192,0.03169588929422222,16.868055555555554,flashoverlap_wave_schedule_contention,0.7771099531494622,1,1631118.222222222,0.84,0.9205746178983233,0.781,0.5,0.012,0.0045000000000000005,0.0,0.017515267633511515,0.022284319676761016,4,1,4,16,7,0.89,1.0,0,201326592,201326592,402653184,fused_boundary_tile_replay_v1,1879048192,7340032.0,128,512,256,256,8,1703936,3145728,40608785,39022852,11029367,9453493,0.040608785,0.039022852,0.011029367,0.009453493,1.0406411350969427,1.1666975370902586,3.681878116849317,4.127876542564743,4.295638130794617,1.1211334029973483,1.1800000000000002,9453493,11155122,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_2_7b_attention_s2048,3x3,GEMM_RS,LLaMA-2-7B,attention,2048,2052,4176,1366,2048,4096,12288,2048,4096,13824,0,0,1536,206158430208,206158430208,231928233984,1.0220213122665882,25769803776,14913080.888888888,14913080.888888888,14913080.888888888,0.000983495111111111,0.004622967694222222,4.700549745488201,1d_ring,,,4096,1536,16,8,6,0.000201326592,0.0032794796942222223,16.28935185185185,flashoverlap_wave_schedule_contention,0.7736983561976836,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.016519859706885673,0.01787000754529995,2,8,1,16,6,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,251658240,983039.9999999999,128,512,256,128,8,1703936,3145728,4622968,4566776,1327239,1271161,0.004622968,0.004566776,0.001327239,0.001271161,1.0123045229282102,1.0441155762330656,3.4831465922866944,3.5926023532817637,3.636807611309661,1.0314243911632819,1.1800000000000002,1271161,1499970,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_2_7b_attention_s32768,3x3,GEMM_RS,LLaMA-2-7B,attention,32768,32769,4176,1366,32768,4096,12288,32768,4096,13824,0,0,1536,3298534883328,3298534883328,3710851743744,1.0200601968099363,412316860416,238609294.2222222,238609294.2222222,238609294.2222222,0.01572909511111111,0.07396748310755555,4.702589855617604,1d_ring,,,4096,1536,256,8,6,0.003221225472,0.05247167510755556,16.28935185185185,flashoverlap_wave_schedule_contention,0.8097571771877689,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.016519859706885673,0.017957178006031804,2,8,1,16,6,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,4026531840,15728639.999999998,128,512,256,2048,8,1703936,3145728,73967483,73058479,20331514,19424459,0.073967483,0.073058479,0.020331514,0.019424459,1.0124421424103285,1.046696538626893,3.6380705834302356,3.761159010915053,3.8079558869567487,1.0338334357902317,1.1800000000000002,19424459,22920861,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_2_7b_mlp_s2048,3x3,GEMM_RS,LLaMA-2-7B,mlp,2048,2052,4176,1224,2048,4096,11008,2048,4096,11520,0,0,512,184683593728,184683593728,193273528320,1.0222649075264154,21474836480,14913080.888888888,14913080.888888888,14913080.888888888,0.0008196551111111112,0.003922256782222222,4.785252637423653,1d_ring,,,4096,1280,16,8,5,0.00016777216,0.002742608782222222,16.34722222222222,flashoverlap_wave_schedule_contention,0.7734821402585702,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.01661413277313434,0.01824400905435994,2,8,1,16,5,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,209715200,819200.0,128,512,256,128,8,1703936,3145728,3922257,3866073,1115741,1059695,0.003922257,0.003866073,0.001115741,0.001059695,1.0145325760791377,1.0528888029102714,3.515383050367424,3.6482884226121666,3.7013074516724154,1.0378067966820435,1.1800000000000002,1059695,1250441,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_2_7b_mlp_s32768,3x3,GEMM_RS,LLaMA-2-7B,mlp,32768,32769,4176,1224,32768,4096,11008,32768,4096,11520,0,0,512,2954937499648,2954937499648,3092376453120,1.0203033246446487,343597383680,238609294.2222222,238609294.2222222,238609294.2222222,0.013107655111111113,0.06275610851555555,4.787744869969792,1d_ring,,,4096,1280,256,8,5,0.00268435456,0.04388174051555555,16.34722222222222,flashoverlap_wave_schedule_contention,0.8095268782774644,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.01661413277313434,0.018348613607238162,2,8,1,16,5,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,3355443200,13107200.0,128,512,256,2048,8,1703936,3145728,62756109,61847232,17098273,16191748,0.062756109,0.061847232,0.017098273,0.016191748,1.0146955162035385,1.0559868520681028,3.670318575449111,3.819676047329788,3.8758081585755906,1.040693326426685,1.1800000000000002,16191748,19106263,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
