case_id,mesh,operator,model,layer,seq_len,M,N,K,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,padding_M,padding_N,padding_K,flops,logical_flops,runtime_flops,runtime_flops_over_logical_flops,rank_flops,collective_bytes,logical_collective_bytes,runtime_collective_bytes,theory_time,theory_naive_time,theory_speedup,theory_algorithm,theory_Px,theory_Py,rank_N,rank_K,Tm,Tn,Tk,algorithmic_theory_time,algorithmic_theory_naive_time,algorithmic_theory_speedup,theory_model,theory_attainment_rate,theory_boundary_waves,segment_bytes,segmented_comm_efficiency,topology_efficiency,core_schedule_efficiency,wave_fill_efficiency,split_k_penalty,fanout_penalty,spatial_penalty,t10_contention_tail,t11_contention_tail,intra_pm,intra_pn,intra_pk,active_cores,intra_k_waves,intra_compute_efficiency,intra_spatial_utilization,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,hbm_traffic_model,hbm_bytes_per_die,hbm_cycles,tile_M,tile_N,tile_K,Qfull,q_window,tile_live_bytes,sram_capacity_bytes,T00_cycles,T10_cycles,T01_cycles,T11_cycles,T00_time,T10_time,T01_time,T11_time,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,congestion_factor,normal_cycles,congested_upper_bound_cycles,estimate_source,T11_source,T00_T10_T01_source,schedule_source,status,error
2x3_ag_gemm_deepseek_v3_single_routed_expert_mlp_s32768,2x3,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,32768,32772,342,7200,32768,2048,7168,32768,3072,7168,0,1024,0,962072674304,962072674304,1443109011456,1.0065489847745215,240518168576,391468373.3333334,391468373.3333334,391468373.3333334,0.007346005333333333,0.04050684040533333,5.514131635806055,1d_ring,,,512,7168,256,1,7,0.001879048192,0.031593944405333335,16.813802083333336,flashoverlap_wave_schedule_contention,0.7776314628475067,1,1529173.3333333335,0.84,0.9304842103984707,0.781,0.5,0.012,0.0045000000000000005,0.0,0.01640543450436702,0.02082880510007634,4,1,4,16,7,0.89,1.0,0,201326592,201326592,402653184,fused_boundary_tile_replay_v1,1879048192,7340032.0,128,512,256,256,8,1703936,3145728,40506840,39017406,10927422,9446641,0.04050684,0.039017406,0.010927422,0.009446641,1.0381735782230115,1.1567521196158508,3.7068981137545527,4.130294143706742,4.287962250285577,1.1142184157641577,1.155,9446641,10910871,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_2_7b_attention_s2048,2x3,GEMM_RS,LLaMA-2-7B,attention,2048,2052,4128,2048,2048,4096,12288,2048,4096,12288,0,0,0,206158430208,206158430208,206158430208,1.0097808837890625,34359738368,13981013.333333334,13981013.333333334,13981013.333333334,0.0013111466666666668,0.006020748629333333,4.591971884152294,1d_ring,,,4096,2048,16,8,8,0.000268435456,0.004349580629333333,16.203450520833332,flashoverlap_wave_schedule_contention,0.774049827282382,1,109226.66666666667,0.745,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015369741618114035,0.01630375617379944,2,8,1,16,8,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,335544320,1310720.0,128,512,256,128,8,1703936,3145728,6020749,5967962,1746593,1693879,0.006020749,0.005967962,0.001746593,0.001693879,1.0088450630215138,1.031120286632044,3.4471390873546386,3.5232516608329165,3.5544150438136373,1.0220799252799189,1.155,1693879,1956431,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_2_7b_attention_s32768,2x3,GEMM_RS,LLaMA-2-7B,attention,32768,32772,4128,2048,32768,4096,12288,32768,4096,12288,0,0,0,3298534883328,3298534883328,3298534883328,1.0079355239868164,549755813888,223696213.33333334,223696213.33333334,223696213.33333334,0.020971946666666668,0.09633197806933333,4.593373214249384,1d_ring,,,4096,2048,256,8,8,0.004294967296,0.06959329006933333,16.203450520833332,flashoverlap_wave_schedule_contention,0.8101289183527833,1,109226.66666666667,0.745,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.015369741618114035,0.016364530808980853,2,8,1,16,8,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,5368709120,20971520.0,128,512,256,2048,8,1703936,3145728,96331978,95478154,26739742,25887172,0.096331978,0.095478154,0.026739742,0.025887172,1.0089426111024309,1.0329340725205518,3.602576943337748,3.68824196014922,3.7212244736505014,1.023778816707827,1.155,25887172,29899684,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_2_7b_mlp_s2048,2x3,GEMM_RS,LLaMA-2-7B,mlp,2048,2052,4128,1835,2048,4096,11008,2048,4096,12288,0,0,1280,184683593728,184683593728,206158430208,1.0099643468856812,34359738368,13981013.333333334,13981013.333333334,13981013.333333334,0.0013111466666666668,0.006020748629333333,4.591971884152294,1d_ring,,,4096,2048,16,8,8,0.000268435456,0.004349580629333333,16.203450520833332,flashoverlap_wave_schedule_contention,0.774049827282382,1,109226.66666666667,0.745,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015369741618114035,0.01630375617379944,2,8,1,16,8,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,335544320,1310720.0,128,512,256,128,8,1703936,3145728,6020749,5967962,1746593,1693879,0.006020749,0.005967962,0.001746593,0.001693879,1.0088450630215138,1.031120286632044,3.4471390873546386,3.5232516608329165,3.5544150438136373,1.0220799252799189,1.155,1693879,1956431,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_2_7b_mlp_s32768,2x3,GEMM_RS,LLaMA-2-7B,mlp,32768,32772,4128,1835,32768,4096,11008,32768,4096,12288,0,0,1280,2954937499648,2954937499648,3298534883328,1.0081186518073082,549755813888,223696213.33333334,223696213.33333334,223696213.33333334,0.020971946666666668,0.09633197806933333,4.593373214249384,1d_ring,,,4096,2048,256,8,8,0.004294967296,0.06959329006933333,16.203450520833332,flashoverlap_wave_schedule_contention,0.8101289183527833,1,109226.66666666667,0.745,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.015369741618114035,0.016364530808980853,2,8,1,16,8,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,5368709120,20971520.0,128,512,256,2048,8,1703936,3145728,96331978,95478154,26739742,25887172,0.096331978,0.095478154,0.026739742,0.025887172,1.0089426111024309,1.0329340725205518,3.602576943337748,3.68824196014922,3.7212244736505014,1.023778816707827,1.155,25887172,29899684,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_gpt_3_175b_attention_s2048,2x3,GEMM_RS,GPT-3-175B,attention,2048,2052,12288,6144,2048,12288,36864,2048,12288,36864,0,0,0,1855425871872,1855425871872,1855425871872,1.001953125,309237645312,41943040.0,41943040.0,41943040.0,0.011796906666666666,0.051696369664,4.382197055951391,1d_ring,,,12288,6144,16,24,24,0.002415919104,0.038818545664,16.06781684027778,flashoverlap_wave_schedule_contention,0.7918018923349343,1,109226.66666666667,0.745,0.9304842103984707,0.792,0.6,0.0,0.012,0.0,0.015128419574933345,0.015444309332895506,2,8,1,16,24,0.92,1.0,176160768,100663296,0,276824064,fused_boundary_tile_replay_v1,3019898880,11796480.0,128,512,256,384,8,1703936,3145728,51696370,51536721,15058385,14898811,0.05169637,0.051536721,0.015058385,0.014898811,1.003097771781018,1.010710519114579,3.4330620448341573,3.45911636841356,3.469831921486889,1.007589237607461,1.155,14898811,17208127,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_gpt_3_175b_attention_s32768,2x3,GEMM_RS,GPT-3-175B,attention,32768,32772,12288,6144,32768,12288,36864,32768,12288,36864,0,0,0,29686813949952,29686813949952,29686813949952,1.0001220703125,4947802324992,671088640.0,671088640.0,671088640.0,0.18874410666666666,0.827141914624,4.3823456489943915,1d_ring,,,12288,6144,256,24,24,0.038654705664,0.621096730624,16.06781684027778,flashoverlap_wave_schedule_contention,0.8151938159624272,1,109226.66666666667,0.745,0.9304842103984707,0.8154,0.96,0.0,0.012,0.0,0.015128419574933345,0.015457436654094693,2,8,1,16,24,0.92,1.0,2818572288,1610612736,0,4429185024,fused_boundary_tile_replay_v1,48318382080,188743680.0,128,512,256,6144,8,1703936,3145728,827141915,824578300,234095171,231532800,0.827141915,0.8245783,0.234095171,0.2315328,1.003109001291933,1.0110669892127595,3.5333574437552153,3.5613887103684663,3.5724610724700776,1.007933323208721,1.155,231532800,267420384,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_gpt_3_175b_mlp_s2048,2x3,GEMM_RS,GPT-3-175B,mlp,2048,2052,12288,8192,2048,12288,49152,2048,12288,49152,0,0,0,2473901162496,2473901162496,2473901162496,1.001953125,412316860416,41943040.0,41943040.0,41943040.0,0.015729066666666663,0.068513431552,4.355848506713686,1d_ring,,,12288,8192,16,24,32,0.003221225472,0.051703447552,16.050862630208332,flashoverlap_wave_schedule_contention,0.7918524657355928,1,109226.66666666667,0.745,0.9304842103984707,0.792,0.6,0.0,0.012,0.0,0.01509682260573066,0.01533323199967163,2,8,1,16,32,0.92,1.0,176160768,100663296,0,276824064,fused_boundary_tile_replay_v1,4026531840,15728639.999999998,128,512,256,384,8,1703936,3145728,68513432,68353775,20023234,19863633,0.068513432,0.068353775,0.020023234,0.019863633,1.002335745172816,1.008034834312535,3.4216966150423054,3.4411517268769516,3.449189380411932,1.0056858085398683,1.155,19863633,22942497,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_gpt_3_175b_mlp_s32768,2x3,GEMM_RS,GPT-3-175B,mlp,32768,32772,12288,8192,32768,12288,49152,32768,12288,49152,0,0,0,39582418599936,39582418599936,39582418599936,1.0001220703125,6597069766656,671088640.0,671088640.0,671088640.0,0.25165866666666664,1.096214904832,4.3559592814817965,1d_ring,,,12288,8192,256,24,32,0.051539607552,0.827255160832,16.050862630208332,flashoverlap_wave_schedule_contention,0.8152464934617555,1,109226.66666666667,0.745,0.9304842103984707,0.8154,0.96,0.0,0.012,0.0,0.01509682260573066,0.015343077490571018,2,8,1,16,32,0.92,1.0,2818572288,1610612736,0,4429185024,fused_boundary_tile_replay_v1,64424509440,251658239.99999997,128,512,256,6144,8,1703936,3145728,1096214905,1093651170,311253081,308690278,1.096214905,1.09365117,0.311253081,0.308690278,1.002344198104776,1.0083021824224734,3.5219407354235956,3.542875328260257,3.5511805298902224,1.0059440502862815,1.155,308690278,356537271,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_8b_attention_s2048,2x3,GEMM_RS,LLaMA-3-8B,attention,2048,2052,4128,1024,2048,4096,6144,2048,4096,6144,0,0,0,103079215104,103079215104,103079215104,1.0097808837890625,17179869184,13981013.333333334,13981013.333333334,13981013.333333334,0.0006557866666666666,0.0032179049813333333,4.906938711776188,1d_ring,,,4096,1024,16,8,4,0.000134217728,0.0022020969813333333,16.406901041666668,flashoverlap_wave_schedule_contention,0.7733406334856975,1,109226.66666666667,0.745,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015697352240545068,0.01760751234759888,2,8,1,16,4,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,167772160,655360.0,128,512,256,128,8,1703936,3145728,3217905,3165144,900603,847992,0.003217905,0.003165144,0.000900603,0.000847992,1.0166693837626346,1.0620418588854612,3.573056052444862,3.732516344493816,3.794735091840489,1.0446285447830699,1.155,847992,979431,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_8b_attention_s32768,2x3,GEMM_RS,LLaMA-3-8B,attention,32768,32772,4128,1024,32768,4096,6144,32768,4096,6144,0,0,0,1649267441664,1649267441664,1649267441664,1.0079355239868164,274877906944,223696213.33333334,223696213.33333334,223696213.33333334,0.010486186666666666,0.05148647970133333,4.90993354762583,1d_ring,,,4096,1024,256,8,4,0.002147483648,0.035233551701333334,16.406901041666668,flashoverlap_wave_schedule_contention,0.8093736494595933,1,109226.66666666667,0.745,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.015697352240545068,0.017729061617961707,2,8,1,16,4,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,2684354560,10485760.0,128,512,256,2048,8,1703936,3145728,51486480,50633069,13806778,12955928,0.05148648,0.050633069,0.013806778,0.012955928,1.0168548147851753,1.0656726403542842,3.72907277860193,3.908100523559563,3.9739708340460056,1.0480086486873963,1.155,12955928,14964097,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_8b_mlp_s2048,2x3,GEMM_RS,LLaMA-3-8B,mlp,2048,2052,4128,2390,2048,4096,14336,2048,4096,15360,0,0,1024,240518168576,240518168576,257698037760,1.0100626306874412,42949672960,13981013.333333334,13981013.333333334,13981013.333333334,0.0016388266666666667,0.007422170453333333,4.528953918250456,1d_ring,,,4096,2560,16,8,10,0.00033554432,0.005423322453333333,16.162760416666668,flashoverlap_wave_schedule_contention,0.7741802536074611,1,109226.66666666667,0.745,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015299411118543223,0.01604300493903955,2,8,1,16,10,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,419430400,1638400.0,128,512,256,128,8,1703936,3145728,7422170,7369378,2169588,2116854,0.00742217,0.007369378,0.002169588,0.002116854,1.007163698211708,1.0249114960219268,3.421004356587518,3.481287797835845,3.5062266930076427,1.0176215622561966,1.155,2116854,2444966,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_8b_mlp_s32768,2x3,GEMM_RS,LLaMA-3-8B,mlp,32768,32772,4128,2390,32768,4096,14336,32768,4096,15360,0,0,1024,3848290697216,3848290697216,4123168604160,1.0082167559968573,687194767360,223696213.33333334,223696213.33333334,223696213.33333334,0.026214826666666666,0.11875472725333333,4.5300596018945,1d_ring,,,4096,2560,256,8,10,0.00536870912,0.08677315925333333,16.162760416666668,flashoverlap_wave_schedule_contention,0.8102672218312109,1,109226.66666666667,0.745,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.015299411118543223,0.016091624647184683,2,8,1,16,10,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,6710886400,26214400.0,128,512,256,2048,8,1703936,3145728,118754727,117900815,33206224,32353310,0.118754727,0.117900815,0.033206224,0.03235331,1.00724263017181,1.0263624958311839,3.5762791638097724,3.644165465604601,3.6705588083568577,1.0189823832775151,1.155,32353310,37368073,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_1_405b_attention_s2048,2x3,GEMM_RS,LLaMA-3.1-405B,attention,2048,2052,16416,3072,2048,16384,18432,2048,16384,18432,0,0,0,1236950581248,1236950581248,1236950581248,1.0039100646972656,206158430208,55924053.333333336,55924053.333333336,55924053.333333336,0.007864746666666667,0.03529436910933333,4.487667639559486,1d_ring,,,16384,3072,16,32,12,0.001610612736,0.025988257109333335,16.135633680555557,flashoverlap_wave_schedule_contention,0.7959232280552497,1,109226.66666666667,0.745,0.9304842103984707,0.7963333333333333,0.6666666666666666,0.0,0.012,0.0,0.01525156047611902,0.015893480636605527,2,8,1,16,12,0.92,1.0,234881024,134217728,0,369098752,fused_boundary_tile_replay_v1,2013265920,7864319.999999999,128,512,256,512,8,1703936,3145728,35294369,35081338,10094117,9881288,0.035294369,0.035081338,0.010094117,0.009881288,1.0060724878851541,1.0215385888965083,3.4965286215723475,3.550279882541628,3.571838914117269,1.015372750172172,1.155,9881288,11412887,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_1_405b_attention_s32768,2x3,GEMM_RS,LLaMA-3.1-405B,attention,32768,32772,16416,3072,32768,16384,18432,32768,16384,18432,0,0,0,19791209299968,19791209299968,19791209299968,1.002075433731079,3298534883328,894784853.3333334,894784853.3333334,894784853.3333334,0.12582954666666665,0.5647099057493333,4.487895893365162,1d_ring,,,16384,3072,256,32,12,0.025769803776,0.41581211374933336,16.135633680555557,flashoverlap_wave_schedule_contention,0.8156053532016926,1,109226.66666666667,0.745,0.9304842103984707,0.816030303030303,0.9696969696969697,0.0,0.012,0.0,0.01525156047611902,0.015915580503944222,2,8,1,16,12,0.92,1.0,3758096384,2147483648,0,5905580032,fused_boundary_tile_replay_v1,32212254720,125829119.99999999,128,512,256,8192,8,1703936,3145728,564709906,561292168,157691880,154277490,0.564709906,0.561292168,0.15769188,0.15427749,1.006089053428588,1.022131485286674,3.581096921414089,3.6381987287970525,3.660351915240519,1.0159453398319125,1.155,154277490,178190502,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_1_405b_mlp_s2048,2x3,GEMM_RS,LLaMA-3.1-405B,mlp,2048,2052,16416,8875,2048,16384,53248,2048,16384,53760,0,0,512,3573412790272,3573412790272,3607772528640,1.0039477716558254,601295421440,55924053.333333336,55924053.333333336,55924053.333333336,0.022938026666666667,0.09975977301333333,4.349100053942449,1d_ring,,,16384,8960,16,32,35,0.00469762048,0.07538038101333333,16.046502976190474,flashoverlap_wave_schedule_contention,0.7961978132250427,1,109226.66666666667,0.745,0.9304842103984707,0.7963333333333333,0.6666666666666666,0.0,0.012,0.0,0.015088643732083191,0.01530633621826475,2,8,1,16,35,0.92,1.0,234881024,134217728,0,369098752,fused_boundary_tile_replay_v1,5872025600,22937600.0,128,512,256,512,8,1703936,3145728,99759773,99546690,29022472,28809457,0.099759773,0.09954669,0.029022472,0.028809457,1.0021405332512814,1.0073939262374851,3.4373285983358,3.4553476658723556,3.462743952445893,1.0052421719428513,1.155,28809457,33274923,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_llama_3_1_405b_mlp_s32768,2x3,GEMM_RS,LLaMA-3.1-405B,mlp,32768,32772,16416,8875,32768,16384,53248,32768,16384,53760,0,0,512,57174604644352,57174604644352,57724360458240,1.0021130717807234,9620726743040,894784853.3333334,894784853.3333334,894784853.3333334,0.3670020266666667,1.5961563682133333,4.349175896140373,1d_ring,,,16384,8960,256,32,35,0.07516192768,1.2060860962133333,16.046502976190474,flashoverlap_wave_schedule_contention,0.815890057669159,1,109226.66666666667,0.745,0.9304842103984707,0.816030303030303,0.9696969696969697,0.0,0.012,0.0,0.015088643732083191,0.015313913315638018,2,8,1,16,35,0.92,1.0,3758096384,2147483648,0,5905580032,fused_boundary_tile_replay_v1,93952409600,367001600.0,128,512,256,8192,8,1703936,3145728,1596156368,1592737809,453235414,449817991,1.596156368,1.592737809,0.453235414,0.449817991,1.0021463413379672,1.0075973461897392,3.5216938453975266,3.540849501059641,3.5484493727152855,1.0054393301925288,1.155,449817991,519539780,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
2x3_gemm_rs_mixtral_8x7b_single_expert_attention_s2048,2x3,GEMM_RS,Mixtral-8x7B-single-expert,attention,2048,2052,4128,1024,2048,4096,6144,2048,4096,6144,0,0,0,103079215104,103079215104,103079215104,1.0097808837890625,17179869184,13981013.333333334,13981013.333333334,13981013.333333334,0.0006557866666666666,0.0032179049813333333,4.906938711776188,1d_ring,,,4096,1024,16,8,4,0.000134217728,0.0022020969813333333,16.406901041666668,flashoverlap_wave_schedule_contention,0.7733406334856975,1,109226.66666666667,0.745,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015697352240545068,0.01760751234759888,2,8,1,16,4,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,167772160,655360.0,128,512,256,128,8,1703936,3145728,3217905,3165144,900603,847992,0.003217905,0.003165144,0.000900603,0.000847992,1.0166693837626346,1.0620418588854612,3.573056052444862,3.732516344493816,3.794735091840489,1.0446285447830699,1.155,847992,979431,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
