case_id,operator_family,stage,model_or_moe_config,D,Px,Py,S,state,comparison,inter_enabled,intra_enabled,compute_source,algorithm,compute_time_ns,communication_time_ns,total_time_ns,baseline_state,speedup,inter_port_time_ns,ideal_speedup,attainment,evidence,production_expert_placement_closed,valid_flops,padded_flops,config_sha256,gpu_yaml_sha256,required_shapes_sha256,git_commit
d9_gemm_rs_llama_2_7b_down_proj_s2304,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,2304,G10,gpu_inter,True,,gpu_lut,2d_row_column,126976.0,95344.17619704877,129222.17313718461,G00,1.4897752864411726,,1.5161290322580645,0.9826177421207735,measured_gpu_lut_resource_replay,True,207769042944,211980976128,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s36864,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,19797570.782608695,3014656.0,22812227.0,W00,1.0,1966080.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,3324304687104,3391695618048,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s36864,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,18170794.82439926,1535621.6635972247,18199665.0,W00,1.2534421375338503,655360.0,1.255433635152181,0.9984136974169173,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,3324304687104,3391695618048,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s36864,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,19797570.782608695,3014656.0,22812227.0,C00,1.0,1966080.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,3324304687104,3391695618048,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s36864,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,19797570.782608695,1535621.6635972247,19826142.0,C00,1.1506135182528199,655360.0,1.1522740466744308,0.9985589118956525,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,3324304687104,3391695618048,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s36864,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,36864,G00,gpu_inter,False,,gpu_lut,2d_row_column,1707008.0,1048576.0,2755584.0,G00,1.0,,1.6142771445710857,0.6194723151244891,measured_gpu_lut_resource_replay,True,3324304687104,3391695618048,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s36864,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,36864,G10,gpu_inter,True,,gpu_lut,2d_row_column,1707008.0,1525506.8191527803,1733015.0851744278,G00,1.5900519410208427,,1.6142771445710857,0.9849931570723689,measured_gpu_lut_resource_replay,True,3324304687104,3391695618048,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s2304,gemm_rs,o_proj,GPT-3-175B,9,3,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,11367468.521739129,565248.0,11932717.0,W00,1.0,368640.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,2087354105856,2103661559808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s2304,gemm_rs,o_proj,GPT-3-175B,9,3,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,11145382.316751625,288160.17303559073,11150869.0,W00,1.070115432259136,122879.99999999999,1.0706422319910016,0.9995079591331961,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,2087354105856,2103661559808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s2304,gemm_rs,o_proj,GPT-3-175B,9,3,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,11367468.521739129,565248.0,11932717.0,C00,1.0,368640.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,2087354105856,2103661559808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s2304,gemm_rs,o_proj,GPT-3-175B,9,3,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,11367468.521739129,288160.17303559073,11372951.0,C00,1.0492190637240941,122879.99999999999,1.0497250972967191,0.9995179370542553,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,2087354105856,2103661559808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s2304,gemm_rs,o_proj,GPT-3-175B,9,3,3,2304,G00,gpu_inter,False,,gpu_lut,2d_row_column,1082368.0,196608.0,1278976.0,G00,1.0,,1.1816461684011352,0.8462770216172939,measured_gpu_lut_resource_replay,True,2087354105856,2103661559808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s2304,gemm_rs,o_proj,GPT-3-175B,9,3,3,2304,G10,gpu_inter,True,,gpu_lut,2d_row_column,1082368.0,286032.5285911463,1087665.288913014,G00,1.1758911615890373,,1.1816461684011352,0.9951296699756705,measured_gpu_lut_resource_replay,True,2087354105856,2103661559808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,9,3,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,178378164.31304348,9043968.0,187422132.0,W00,1.0,5898240.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,33397665693696,33658584956928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,9,3,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,173546008.14396426,4606296.101902785,173623799.0,W00,1.079472590045101,1966079.9999999998,1.0799564565295265,0.9995519574131901,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,33397665693696,33658584956928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,9,3,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,178378164.31304348,9043968.0,187422132.0,C00,1.0,5898240.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,33397665693696,33658584956928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,9,3,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,178378164.31304348,4606296.101902785,178455862.0,C00,1.0502436283096153,1966079.9999999998,1.0507010918168487,0.9995646111812424,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,33397665693696,33658584956928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,9,3,3,36864,G00,gpu_inter,False,,gpu_lut,2d_row_column,16233473.0,3145728.0,19379201.0,G00,1.0,,1.1937803450931295,0.8376750414013457,measured_gpu_lut_resource_replay,True,33397665693696,33658584956928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,9,3,3,36864,G10,gpu_inter,True,,gpu_lut,2d_row_column,16233473.0,4576520.457458341,16308297.937587699,G00,1.1883031003091022,,1.1937803450931295,0.9954118487487746,measured_gpu_lut_resource_replay,True,33397665693696,33658584956928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,9,3,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,15505853.217391305,565248.0,16071101.0,W00,1.0,368640.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,2783138807808,2805224472576,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,9,3,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,15324900.685533484,288160.17303559073,15330330.0,W00,1.0483206167120995,122879.99999999999,1.0486920163320157,0.9996458449057186,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,2783138807808,2805224472576,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,9,3,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,15505853.217391305,565248.0,16071101.0,C00,1.0,368640.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,2783138807808,2805224472576,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,9,3,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,15505853.217391305,288160.17303559073,15511281.0,C00,1.0360911519815803,122879.99999999999,1.0364538329290203,0.9996500751544186,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,2783138807808,2805224472576,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,9,3,3,2304,G00,gpu_inter,False,,gpu_lut,2d_row_column,2491392.0,196608.0,2688000.0,G00,1.0,,1.0789149198520345,0.9268571428571429,measured_gpu_lut_resource_replay,True,2783138807808,2805224472576,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,9,3,3,2304,G10,gpu_inter,True,,gpu_lut,2d_row_column,2491392.0,286032.5285911463,2496673.657287314,G00,1.0766324994675378,,1.0789149198520345,0.9978845223636266,measured_gpu_lut_resource_replay,True,2783138807808,2805224472576,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,9,3,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,243279319.93043476,9043968.0,252323288.0,W00,1.0,5898240.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,44530220924928,44883591561216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,9,3,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,238625761.19795087,4606296.101902785,238702618.0,W00,1.057061250999769,1966079.9999999998,1.0574017102482343,0.9996780227938299,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,44530220924928,44883591561216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,9,3,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,243279319.93043476,9043968.0,252323288.0,C00,1.0,5898240.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,44530220924928,44883591561216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,9,3,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,243279319.93043476,4606296.101902785,243356129.0,C00,1.036847886415879,1966079.9999999998,1.0371752439629942,0.999684375857387,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,44530220924928,44883591561216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,9,3,3,36864,G00,gpu_inter,False,,gpu_lut,2d_row_column,37880833.0,3145728.0,41026561.0,G00,1.0,,1.0830427356230525,0.9233245993979363,measured_gpu_lut_resource_replay,True,44530220924928,44883591561216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,9,3,3,36864,G10,gpu_inter,True,,gpu_lut,2d_row_column,37880833.0,4576520.457458341,37955407.8315765,G00,1.080914771935832,,1.0830427356230525,0.9980351987809638,measured_gpu_lut_resource_replay,True,44530220924928,44883591561216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,7258088.183835569,4737.258666666667,7262825.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,False,120259084288,120259084288,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,4078339.2616296294,4727.925333333333,4078666.0,W00,1.7806863812825076,,1.780829041941427,0.9999198908735428,analytical_extrapolation_from_exp1_2_d4_h128_architecture,False,120259084288,120259084288,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,7258088.183835569,39297.25866666667,7297385.0,C00,1.0,34560.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,False,120259084288,120259084288,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,7258088.183835569,12165.592533333333,7259500.0,C00,1.005218678972381,11520.0,1.0054142103497652,0.9998055215697457,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,False,120259084288,120259084288,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,2304,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,1490944.0,4737.258666666667,1495681.2586666667,G00,1.0,,1.0031773551968866,0.9968327084134959,measured_gpu_lut_resource_replay,False,120259084288,120259084288,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,2304,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,1490944.0,4727.925333333333,1491270.8161644312,G00,1.0029575060776548,,1.0031773551968866,0.9997808472070339,measured_gpu_lut_resource_replay,False,120259084288,120259084288,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,99538663.28746666,75516.13866666667,99614180.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,False,1924145348608,1924145348608,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,58728085.36746666,75506.80533333332,58728448.0,W00,1.6961827426462897,,1.696193216187886,0.9999938252661923,analytical_extrapolation_from_exp1_2_d4_h128_architecture,False,1924145348608,1924145348608,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,99538663.28746666,628476.1386666667,100167139.0,C00,1.0,552960.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,False,1924145348608,1924145348608,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,9,3,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,99538663.28746666,187609.1528148148,99542978.0,C00,1.0062702664973515,184320.0,1.0063138853966556,0.9999566547774635,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,False,1924145348608,1924145348608,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
